threshold,pii_precision,pii_recall,pii_f1
0.3,0.9831165868126853,0.9826233695156436,0.9828699162884058
0.35,0.9833797543491165,0.9822585058834261,0.982818810322404
0.39999999999999997,0.9835990680250354,0.9819392502052358,0.9827684582905397
0.44999999999999996,0.9838186222973899,0.9816199945270455,0.9827180786704107
0.49999999999999994,0.9838599058113484,0.9813919547569097,0.9826243806653424
0.5499999999999999,0.9841218998810286,0.9808902672626106,0.9825034262220191
0.5999999999999999,0.9842977476652628,0.9806166195384475,0.9824537354352296
0.6499999999999999,0.9846964490263459,0.9801605399981757,0.9824232588969395
0.7,0.9850493006191241,0.9796132445498495,0.9823237520294528
